year,taxa,region_combined,revenue
2008.0,Salmon,PWS/Cook Inlet,110.05378881612091
2008.0,Salmon,Southeast,106.87929799496222
2008.0,Salmon,NA,5.55392322418136
2009.0,Groundfish,Alaska Peninsula,43.78320643
2009.0,Groundfish,Bristol Bay,0.03642626
2009.0,Groundfish,Kodiak,105.68717771
2009.0,Groundfish,PWS/Cook Inlet,28.3022559
2009.0,Groundfish,Southeast,64.00387931
2009.0,Groundfish,NA,250.14576815
2009.0,Herring,Alaska Peninsula,0.44461259999999997
2009.0,Herring,Bristol Bay,2.53932923
2009.0,Herring,Kodiak,2.13790937
2009.0,Herring,PWS/Cook Inlet,0.018395
2009.0,Herring,Southeast,18.14882574
2009.0,Herring,NA,0.5636799
2009.0,Invertebrate,Alaska Peninsula,1.9340673400000001
2009.0,Invertebrate,Kodiak,4.97896427
2009.0,Invertebrate,PWS/Cook Inlet,0.54923787
2009.0,Invertebrate,Southeast,21.479135420000002
2009.0,Invertebrate,NA,170.70487957
2009.0,Salmon,Alaska Peninsula,40.637511270000005
2009.0,Salmon,Bristol Bay,148.21527
2009.0,Salmon,Kodiak,36.40450183
2009.0,Salmon,PWS/Cook Inlet,63.135381689999996
2009.0,Salmon,Southeast,94.40596292999999
2009.0,Salmon,NA,5.30838688
2010.0,Groundfish,Alaska Peninsula,63.950204669176124
2010.0,Groundfish,Bristol Bay,0.09479238665441576
2010.0,Groundfish,Kodiak,145.10857815386743
2010.0,Groundfish,PWS/Cook Inlet,35.01938044992442
2010.0,Groundfish,Southeast,80.88125185492555
2010.0,Groundfish,NA,264.42158196745606
2010.0,Herring,Alaska Peninsula,0.014233962674254325
2010.0,Herring,Bristol Bay,3.4293427191084502
2010.0,Herring,Kodiak,1.6886460179614096
2010.0,Herring,PWS/Cook Inlet,0.03256073584476916
2010.0,Herring,Southeast,15.789395407886026
2010.0,Herring,NA,0.8510797889682563
2010.0,Invertebrate,Alaska Peninsula,2.4303105999980237
2010.0,Invertebrate,Kodiak,5.636743047116591
2010.0,Invertebrate,PWS/Cook Inlet,0.7524779829475285
2010.0,Invertebrate,Southeast,22.978547595759604
2010.0,Invertebrate,NA,204.73562543841447
2010.0,Salmon,Alaska Peninsula,34.996159834810356
2010.0,Salmon,Bristol Bay,163.1644311726291
2010.0,Salmon,Kodiak,23.184494630348656
2010.0,Salmon,PWS/Cook Inlet,166.4773802128101
2010.0,Salmon,Southeast,120.91691366074869
2010.0,Salmon,NA,6.429879279172471
2011.0,Groundfish,Alaska Peninsula,70.75649894973235
2011.0,Groundfish,Bristol Bay,0.43905728556632173
2011.0,Groundfish,Kodiak,152.35588097611972
2011.0,Groundfish,PWS/Cook Inlet,42.9806718712188
2011.0,Groundfish,Southeast,90.28415958260332
2011.0,Groundfish,NA,377.76941435720715
2011.0,Herring,Bristol Bay,2.461901129642716
2011.0,Herring,Kodiak,0.6439329571084244
2011.0,Herring,PWS/Cook Inlet,0.03109082637188187
2011.0,Herring,Southeast,6.54288562246508
2011.0,Herring,NA,0.8161335727491845
2011.0,Invertebrate,Alaska Peninsula,9.730861238831832
2011.0,Invertebrate,Kodiak,8.403848316183801
2011.0,Invertebrate,PWS/Cook Inlet,0.5553910286815028
2011.0,Invertebrate,Southeast,28.101518454702973
2011.0,Invertebrate,NA,252.3482771351409
2011.0,Salmon,Alaska Peninsula,58.18385099751227
2011.0,Salmon,Bristol Bay,153.84096318739296
2011.0,Salmon,Kodiak,45.51685683448363
2011.0,Salmon,PWS/Cook Inlet,139.03899886745333
2011.0,Salmon,Southeast,187.30365681899585
2011.0,Salmon,NA,8.38652815394891
2012.0,Groundfish,Alaska Peninsula,58.44017148071056
2012.0,Groundfish,Bristol Bay,0.2257036773022345
2012.0,Groundfish,Kodiak,139.02658738939104
2012.0,Groundfish,PWS/Cook Inlet,35.09653381236159
2012.0,Groundfish,Southeast,78.45474136275935
2012.0,Groundfish,NA,380.8219537794759
2012.0,Herring,Alaska Peninsula,0.03617917937897409
2012.0,Herring,Bristol Bay,3.4985487914991493
2012.0,Herring,Kodiak,1.87496361666334
2012.0,Herring,PWS/Cook Inlet,0.04519213405187572
2012.0,Herring,Southeast,14.449398182734072
2012.0,Herring,NA,0.6771574710349482
2012.0,Invertebrate,Alaska Peninsula,5.997349386482659
2012.0,Invertebrate,Kodiak,5.698792962846796
2012.0,Invertebrate,PWS/Cook Inlet,0.5290484160702574
2012.0,Invertebrate,Southeast,28.877856700217652
2012.0,Invertebrate,NA,272.13655070190947
2012.0,Salmon,Alaska Peninsula,37.88731589252279
2012.0,Salmon,Bristol Bay,135.605368243468
2012.0,Salmon,Kodiak,46.258853715795574
2012.0,Salmon,PWS/Cook Inlet,139.30607901114882
2012.0,Salmon,Southeast,140.98760054365906
2012.0,Salmon,NA,6.394924648094817
2013.0,Groundfish,Alaska Peninsula,39.702840759029606
2013.0,Groundfish,Bristol Bay,0.2418664590464433
2013.0,Groundfish,Kodiak,106.09965517273628
2013.0,Groundfish,PWS/Cook Inlet,24.332368320146642
2013.0,Groundfish,Southeast,62.004758225314696
2013.0,Groundfish,NA,368.3629013897461
2013.0,Herring,Alaska Peninsula,0.03223724819033724
2013.0,Herring,Bristol Bay,4.012682481342236
2013.0,Herring,Kodiak,1.4415329854291752
2013.0,Herring,PWS/Cook Inlet,0.0756489815386342
2013.0,Herring,Southeast,9.421488253558534
2013.0,Herring,NA,0.8881432392495744
2013.0,Invertebrate,Alaska Peninsula,1.0458087742925013
2013.0,Invertebrate,Kodiak,4.322360913154892
2013.0,Invertebrate,PWS/Cook Inlet,0.7762954286141817
2013.0,Invertebrate,Southeast,28.14991806482988
2013.0,Invertebrate,NA,221.99321913285823
2013.0,Salmon,Alaska Peninsula,70.50558495595084
2013.0,Salmon,Bristol Bay,141.5901809195144
2013.0,Salmon,Kodiak,59.23751132558966
2013.0,Salmon,PWS/Cook Inlet,184.92751932177393
2013.0,Salmon,Southeast,213.10630505209207
2013.0,Salmon,NA,6.320595870040963
2014.0,Groundfish,Alaska Peninsula,43.276387902320536
2014.0,Groundfish,Bristol Bay,0.557852799911669
2014.0,Groundfish,Kodiak,112.6357767155555
2014.0,Groundfish,PWS/Cook Inlet,20.918255856535584
2014.0,Groundfish,Southeast,67.23447915938242
2014.0,Groundfish,NA,328.935126019028
2014.0,Herring,Bristol Bay,1.171606070922508
2014.0,Herring,Kodiak,0.3730069468725272
2014.0,Herring,PWS/Cook Inlet,0.05381571925433835
2014.0,Herring,Southeast,8.456380716217957
2014.0,Herring,NA,0.5192493789219926
2014.0,Invertebrate,Alaska Peninsula,0.6566662648828693
2014.0,Invertebrate,Kodiak,2.9345671868386676
2014.0,Invertebrate,PWS/Cook Inlet,0.7181422774700502
2014.0,Invertebrate,Southeast,30.342833431478997
2014.0,Invertebrate,NA,220.733193343884
2014.0,Salmon,Alaska Peninsula,35.272953718187004
2014.0,Salmon,Bristol Bay,203.79673976371436
2014.0,Salmon,Kodiak,40.56875784398521
2014.0,Salmon,PWS/Cook Inlet,121.24817976297824
2014.0,Salmon,Southeast,128.06708420897667
2014.0,Salmon,NA,8.465642857142859
